id,source,country,title,date,century,type,medium,place,accession,credit,provenance,openImage,image,url,dataLicence,matchBasis,strength
vam-O471312,Victoria and Albert Museum,UK,"Miniature steel blade with an ivory hilt, worn as an accessory to a kukri, Nepal, 19th century",19th century,19th c.,Bye knife,Steel; carved ivory,Nepal,2557(IS),Transferred from the India Museum in 1879,,False,"https://framemark.vam.ac.uk/collections/2020MP6859/full/!400,400/0/default.jpg",https://collections.vam.ac.uk/item/O471312/,V&A API — check V&A terms before reuse,place name Nepal (primary place),strong
vam-O471311,Victoria and Albert Museum,UK,"Knife (<i>kukri</i>), forged steel and carved black wood, Nepal, 19th century",19th century,19th c.,Knife,"Steel, wood",Nepal,3086(IS),Transferred from the India Museum in 1879,"As originally arranged and displayed in Exhibition Road Indian Museum galleries until 1955, with some additions while in storage, case F.693",False,"https://framemark.vam.ac.uk/collections/2020MP6818/full/!400,400/0/default.jpg",https://collections.vam.ac.uk/item/O471311/,V&A API — check V&A terms before reuse,place name Nepal (primary place),strong
vam-O471287,Victoria and Albert Museum,UK,"Sword <i>kora</i> steel, Nepal, 19th century",19th century,19th c.,Sword,,Nepal,IND.LOST.1082,,,False,"https://framemark.vam.ac.uk/collections/2019MG2418/full/!400,400/0/default.jpg",https://collections.vam.ac.uk/item/O471287/,V&A API — check V&A terms before reuse,place name Nepal (primary place),strong
vam-O471209,Victoria and Albert Museum,UK,"Hanging oil lamp, in the form of a pagoda or the Krishna temple in Patan, brass, cast and openwork, Nepal",before 1879,19th c.,Oil lamp,"Brass, casting and openwork",Nepal,04985&A/(IS),,,False,"https://framemark.vam.ac.uk/collections/2020MU1558/full/!400,400/0/default.jpg",https://collections.vam.ac.uk/item/O471209/,V&A API — check V&A terms before reuse,place name Nepal (primary place),strong
vam-O471196,Victoria and Albert Museum,UK,"Oil-vessel and lamp <i>(sukunda)</i>, cast brass, chased and openwork, Nepal, early 19th century",early 19th century,19th c.,Lamp,"Cast and chased brass, partly in openwork",Nepal,IS.101-1886,Purchased from the Colonial and Indian Exhibition held in London in 1886,Purchased from the Colonial and Indian Exhibition held in London in 1886. This acquisition information reflects that found in the Museum records (Asia Department registers and/or Central Inventory) as part of a 2023 provenance research project.,False,"https://framemark.vam.ac.uk/collections/2020MU1580/full/!400,400/0/default.jpg",https://collections.vam.ac.uk/item/O471196/,V&A API — check V&A terms before reuse,place name Nepal (primary place),strong
vam-O471180,Victoria and Albert Museum,UK,"Hanging lamp, brass, cast, Nepal, before 1886",before 1886,19th c.,Hanging lamp,"Brass, casting",Nepal,IS.94-1886,Purchased from the Colonial and Indian Exhibition held in London in 1886,Purchased from the Colonial and Indian Exhibition held in London in 1886. This acquisition information reflects that found in the Museum records (Asia Department registers and/or Central Inventory) as part of a 2023 provenance research project.,False,"https://framemark.vam.ac.uk/collections/2020MU1564/full/!400,400/0/default.jpg",https://collections.vam.ac.uk/item/O471180/,V&A API — check V&A terms before reuse,place name Nepal (primary place),strong
vam-O471179,Victoria and Albert Museum,UK,"Hanging lamp, brass, cast, Nepal, before 1886",before 1886,19th c.,Hanging lamp,"Brass, casting",Nepal,IS.91-1886,Purchased from the Colonial and Indian Exhibition held in London in 1886,Purchased from the Colonial and Indian Exhibition held in London in 1886. This acquisition information reflects that found in the Museum records (Asia Department registers and/or Central Inventory) as part of a 2023 provenance research project.,False,"https://framemark.vam.ac.uk/collections/2020MU1563/full/!400,400/0/default.jpg",https://collections.vam.ac.uk/item/O471179/,V&A API — check V&A terms before reuse,place name Nepal (primary place),strong
vam-O471178,Victoria and Albert Museum,UK,"Hanging lamp, brass, cast, Nepal, before 1886",before 1886,19th c.,Hanging lamp,"Brass, cast",Nepal,IS.90-1886,Purchased from the Colonial and Indian Exhibition held in London in 1886,Purchased from the Colonial and Indian Exhibition held in London in 1886. This acquisition information reflects that found in the Museum records (Asia Department registers and/or Central Inventory) as part of a 2023 provenance research project.,False,"https://framemark.vam.ac.uk/collections/2020MU1585/full/!400,400/0/default.jpg",https://collections.vam.ac.uk/item/O471178/,V&A API — check V&A terms before reuse,place name Nepal (primary place),strong
vam-O471177,Victoria and Albert Museum,UK,"Hanging lamp <i>(panas)</i>, brass, cast, Newari work, Nepal, 18th century",18th century,18th c.,Hanging lamp,Cast brass,Nepal,IS.7-1893,"Purchased from Messrs. Howell and James, ltd., 5, 7 and 9 Regent Street, S.W","Purchased from Messrs. Howell and James, ltd., 5, 7 and 9 Regent Street, S.W. This acquisition information reflects that found in the Museum records (Asia Department registers and/or Central Inventory) as part of a 2023 provenance research project. Registered Papers: 21430/93, 44179/93",False,"https://framemark.vam.ac.uk/collections/2020MU1556/full/!400,400/0/default.jpg",https://collections.vam.ac.uk/item/O471177/,V&A API — check V&A terms before reuse,place name Nepal (primary place),strong
vam-O471014,Victoria and Albert Museum,UK,"Lamp <i>(sukunda)</i>, cast brass, from a Shaiva temple, Nepal, early 19th century",early 19th century,19th c.,Lamp,"Brass, cast",Nepal,78-1907,Given by A. Tyson Esq,Given by A. Tyson Esq. This acquisition information reflects that found in the Museum records (Asia Department registers and/or Central Inventory) as part of a 2023 provenance research project.,False,"https://framemark.vam.ac.uk/collections/2020MU1572/full/!400,400/0/default.jpg",https://collections.vam.ac.uk/item/O471014/,V&A API — check V&A terms before reuse,place name Nepal (primary place),strong
vam-O470906,Victoria and Albert Museum,UK,"Sword <i>(talwar)</i>, steel, silver-plated, Nepal, 18th century",18th century,18th c.,Sword,Silver-plated iron or steel,Nepal,IS.22-1894,"Purchased from A. Branton, Esq., 26 Oakwood Grove, East Dulwich, S.E","Previously on loan to the museum. Purchased from A. Branton, Esq., 26 Oakwood Grove, East Dulwich, S.E. This acquisition information reflects that found in the Museum records (Asia Department registers and/or Central Inventory) as part of a 2023 provenance research project. Registered Papers: 81977/94, 95393/94",False,"https://framemark.vam.ac.uk/collections/2020MR1474/full/!400,400/0/default.jpg",https://collections.vam.ac.uk/item/O470906/,V&A API — check V&A terms before reuse,place name Nepal (primary place),strong
vam-O470704,Victoria and Albert Museum,UK,"Figure of Vishnu with Lakshmi and Garuda, brass, cast, Nepal",before 1879,19th c.,Figure,"Brass, cast",Nepal,549(IS),,,False,"https://framemark.vam.ac.uk/collections/2020MU1476/full/!400,400/0/default.jpg",https://collections.vam.ac.uk/item/O470704/,V&A API — check V&A terms before reuse,place name Nepal (primary place),strong
vam-O470322,Victoria and Albert Museum,UK,"Figure, guardian on a lotus throne, part of a group, brass, cast, Nepal, 18th century",18th century,18th c.,Figure,"Brass, cast",Nepal,CIRC.463A-1910,Purchased from Mirza Ysuff Khan,"Purchased from Mirza Ysuff Khan, 1 Coptic Street, Bloomsbury. This acquisition information reflects that found in the Museum records (Asia Department registers and/or Central Inventory) as part of a 2023 provenance research project. RP 3769/10",False,"https://framemark.vam.ac.uk/collections/2020MU1512/full/!400,400/0/default.jpg",https://collections.vam.ac.uk/item/O470322/,V&A API — check V&A terms before reuse,place name Nepal (primary place),strong
vam-O470121,Victoria and Albert Museum,UK,"Accessory pouch for a kukri, coloured leather, Nepal, 19th century",19th century,19th c.,Pouch,Stained leather,Nepal,IND.LOST.1297,,,False,"https://framemark.vam.ac.uk/collections/2020MP6838/full/!400,400/0/default.jpg",https://collections.vam.ac.uk/item/O470121/,V&A API — check V&A terms before reuse,place name Nepal (primary place),strong
vam-O470120,Victoria and Albert Museum,UK,"Accessory pouch for a kukri, coloured leather, Nepal, 19th century",19th century,19th c.,Pouch,Stained leather,Nepal,IND.LOST.1298,,,False,"https://framemark.vam.ac.uk/collections/2020MP6820/full/!400,400/0/default.jpg",https://collections.vam.ac.uk/item/O470120/,V&A API — check V&A terms before reuse,place name Nepal (primary place),strong
vam-O456571,Victoria and Albert Museum,UK,"Plaque, Vaishnava temple-ornament, silver-gilt, filigree, set with precious stones, Nepal, c. 1800",c. 1800,19th c.,Plaque,"Silver-gilt and filigree, jewelled with precious stones",Nepal,IM.323-1920,"Purchased from Imre Schwaiger, Esq.","Purchased from Imre Schwaiger, Esq., 39 Brook Street, Grosvenor Square, W.1. This acquisition information reflects that found in the Museum records (Asia Department registers and/or Central Inventory) as part of a 2023 provenance research project. R.P. 1920-7058",False,"https://framemark.vam.ac.uk/collections/2021MU9491/full/!400,400/0/default.jpg",https://collections.vam.ac.uk/item/O456571/,V&A API — check V&A terms before reuse,place name Nepal (primary place),strong
vam-O456567,Victoria and Albert Museum,UK,"Plaque, Saivite temple-ornament, silver-gilt, filigree, set with precious stones, Nepal, c. 1800",c. 1800,19th c.,Plaque,"Silver-gilt and filigree, jewelled with precious stones",Nepal,IM.322-1920,"Purchased from Imre Schwaiger, Esq.","Purchased from Imre Schwaiger, Esq., 39 Brook Street, Grosvenor Square, W.1. This acquisition information reflects that found in the Museum records (Asia Department registers and/or Central Inventory) as part of a 2023 provenance research project. R.P. 1920-7058",False,"https://framemark.vam.ac.uk/collections/2021MU9490/full/!400,400/0/default.jpg",https://collections.vam.ac.uk/item/O456567/,V&A API — check V&A terms before reuse,place name Nepal (primary place),strong
vam-O456342,Victoria and Albert Museum,UK,Plaque,17th century,17th c.,Plaque,"Ivory, carved",Nepal,IM.152-1922,"Purchased from Imre Schwaiger Esq, 39 Brook Street, Grosvenor Square, W.1","Imre Leonard Schwaiger was a well-respected dealer in gems, jewellery and eastern works of art. He was of Hungarian descent and, as a young man, he travelled to India where he became expert in appraising them, later becoming the foremost dealer and agent in such objects. He built up a list of important clients and was friends with Jacques Cartier, looking after Cartier's interests in Delhi and acting as the company's agent in the purchase of gems, jewellery and objets d'art. Schwaiger was also responsible for introducing Cartier to all of the maharajas and other royals during his visit to India for the Dehi Durbar in 1911. Imre Schwaiger developed a close working relationship with both the Victoria &amp; Albert Museum and the British Museum, assisting them with a number of acquisitions. He also generously donated a number of valuable objects to both institutions. Purchased from Imre…",False,"https://framemark.vam.ac.uk/collections/2011ET4134/full/!400,400/0/default.jpg",https://collections.vam.ac.uk/item/O456342/,V&A API — check V&A terms before reuse,place name Nepal (primary place),strong
vam-O456308,Victoria and Albert Museum,UK,"'Thunderbolt' or exorcising dagger, wood, carved, Nepal, c. 18th century",c. 18th century,18th c.,Exorcising dagger,"Carved wood, formerly painted",Nepal,IS.198-1959,"Given by C.R. Stoner, Esq.",,False,"https://framemark.vam.ac.uk/collections/2021MU6569/full/!400,400/0/default.jpg",https://collections.vam.ac.uk/item/O456308/,V&A API — check V&A terms before reuse,place name Nepal (primary place),strong
vam-O456305,Victoria and Albert Museum,UK,"Exorciser's nail or dagger <i>(phur-bu)</i>, iron blade with brass hilt, cast and jewelled, Newari work, Nepal, 19th century",19th century,19th c.,Exorcising dagger,"Non-meteroic iron; cast and incised brass, inset with imitation turquoises and a balas-ruby (spinel)",Nepal,IM.5-1925,"Given by the nephews and nieces of the late Sir Alexander Pedler, C.I.E.,  F.R.S.",,False,"https://framemark.vam.ac.uk/collections/2021MU6567/full/!400,400/0/default.jpg",https://collections.vam.ac.uk/item/O456305/,V&A API — check V&A terms before reuse,place name Nepal (primary place),strong
vam-O456284,Victoria and Albert Museum,UK,"Figure of Tsonkhapa, carved crystal, containing needles of rutile, Newari work, Nepal, 17th or 18th century",17th century-18th century,17th c.,Figure,Carved quartz crystal; rutile,Nepal,IM.145-1922,"Purchased from Imre Schwaiger Esq, 39 Brook Street, Grosvenor Square, W.1","Imre Leonard Schwaiger was a well-respected dealer in gems, jewellery and eastern works of art. He was of Hungarian descent and, as a young man, he travelled to India where he became expert in appraising them, later becoming the foremost dealer and agent in such objects. He built up a list of important clients and was friends with Jacques Cartier, looking after Cartier's interests in Delhi and acting as the company's agent in the purchase of gems, jewellery and objets d'art. Schwaiger was also responsible for introducing Cartier to all of the maharajas and other royals during his visit to India for the Dehi Durbar in 1911. Imre Schwaiger developed a close working relationship with both the Victoria &amp; Albert Museum and the British Museum, assisting them with a number of acquisitions. He also generously donated a number of valuable objects to both institutions. Purchased from Imre…",False,"https://framemark.vam.ac.uk/collections/2020MU1496/full/!400,400/0/default.jpg",https://collections.vam.ac.uk/item/O456284/,V&A API — check V&A terms before reuse,place name Nepal (primary place),strong
vam-O456279,Victoria and Albert Museum,UK,"Votive plaque, depicting Buddha Amoghasiddha, carved shale, Nepal, early 19th century",early 19th century,19th c.,Plaque,"Shale, carved",Nepal,IM.343-1924,Given by the Royal Asiatic Society,Inventoried as part of the contents of the former India Museum transferred to South Kensington Museum in November 1879. Formerly gifted to the V&A and reaccessioned in 1924.,False,"https://framemark.vam.ac.uk/collections/2020MU1493/full/!400,400/0/default.jpg",https://collections.vam.ac.uk/item/O456279/,V&A API — check V&A terms before reuse,place name Nepal (primary place),strong
vam-O456278,Victoria and Albert Museum,UK,"Votive plaque, depicting Buddha Ratnasambhava, carved shale, Nepal, early 19th century",early 19th century,19th c.,Plaque,"Shale, carved",Nepal,IM.344-1924,Given by the Royal Asiatic Society,Inventoried as part of the contents of the former India Museum transferred to South Kensington Museum in November 1879. Formerly gifted to the V&A and reaccessioned in 1924.,False,"https://framemark.vam.ac.uk/collections/2020MU1488/full/!400,400/0/default.jpg",https://collections.vam.ac.uk/item/O456278/,V&A API — check V&A terms before reuse,place name Nepal (primary place),strong
vam-O456277,Victoria and Albert Museum,UK,"Votive plaque, depicting Buddha Amitabha, carved shale, Nepal, early 19th century",early 19th century,19th c.,Plaque,"Shale, carved",Nepal,IM.340-1924,Given by the Royal Asiatic Society,Inventoried as part of the contents of the former India Museum transferred to South Kensington Museum in November 1879. Formerly gifted to the V&A and reaccessioned in 1924.,False,"https://framemark.vam.ac.uk/collections/2020MU1491/full/!400,400/0/default.jpg",https://collections.vam.ac.uk/item/O456277/,V&A API — check V&A terms before reuse,place name Nepal (primary place),strong
